PROJECT;SEQUENCE;STEP;PIN0;PIN1;PIN3;PIN4;PIN5;PIN6;PIN8;PIN10;PIN11;PIN16;PIN17;PIN18;PIN20;PIN21;PIN22;PIN24;PIN25;PIN26;T0;T1;T3;T4;T5;T6;T8;T10;T11;T16;T17;T18;T20;T21;T22;T24;T25;T26;TMAX;TTOTAL;INFO1
Robusta;23;3;-17,5;-47,40;-36,75;0,00;-81,75;-62,70;17,50;-25,49;-22,30;-17,50;-25,49;-22,30;0,00;-81,75;-62,70;17,50;-47,40;-36,75;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri23
Robusta;23;4;-3,00;-19,70;-0,64;0,00;-81,75;-62,70;3,00;-19,70;-0,64;-61,07;-24,09;-33,76;0,00;-81,75;-62,70;61,07;-24,09;-33,76;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri23
Robusta;24;1;-17,5;-25,49;-22,30;0,00;-81,75;-62,70;17,50;-47,40;-36,75;-17,50;-47,40;-36,75;0,00;-81,75;-62,70;17,50;-25,49;-22,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri24
Robusta;24;2;-43,67;-24,57;-32,63;0,00;-81,75;-62,70;43,67;-24,57;-32,63;3,52;-8,47;24,75;0,00;-81,75;-62,70;-3,52;-8,47;24,75;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri24
Robusta;24;3;-17,5;-47,40;-36,75;0,00;-81,75;-62,70;17,50;-25,49;-22,30;-17,50;-25,49;-22,30;0,00;-81,75;-62,70;17,50;-47,40;-36,75;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri24
Robusta;24;4;-3,00;-19,70;-0,64;0,00;-81,75;-62,70;3,00;-19,70;-0,64;-69,90;-24,27;-33,36;0,00;-81,75;-62,70;69,90;-24,27;-33,36;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri24
Robusta;25;1;-17,5;-25,49;-22,30;0,00;-81,75;-62,70;17,50;-47,40;-36,75;-17,50;-47,40;-36,75;0,00;-81,75;-62,70;17,50;-25,49;-22,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri34
Robusta;25;2;-61,07;-24,09;-33,76;0,00;-81,75;-62,70;61,07;-24,09;-33,76;3,52;-8,47;24,75;0,00;-81,75;-62,70;-3,52;-8,47;24,75;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri34
Robusta;25;3;-17,5;-47,40;-36,75;0,00;-81,75;-62,70;17,50;-25,49;-22,30;-17,50;-25,49;-22,30;0,00;-81,75;-62,70;17,50;-47,40;-36,75;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri34
Robusta;25;4;1,62;-13,07;15,08;0,00;-81,75;-62,70;-1,62;-13,07;15,08;-69,90;-24,27;-33,36;0,00;-81,75;-62,70;69,90;-24,27;-33,36;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;BelokKiri34
Robusta;26;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan1
Robusta;26;2;-18,5;-32,84;-27,60;0,00;-81,75;-62,70;18,50;-32,84;-27,60;-18,50;-32,84;-27,60;0,00;-81,75;-62,70;18,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan1
Robusta;26;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan1
Robusta;26;4;-16,5;-32,84;-27,60;0,00;-81,75;-62,70;16,50;-32,84;-27,60;-16,50;-32,84;-27,60;0,00;-81,75;-62,70;16,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan1
Robusta;27;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan3
Robusta;27;2;-20,5;-32,84;-27,60;0,00;-81,75;-62,70;20,50;-32,84;-27,60;-20,50;-32,84;-27,60;0,00;-81,75;-62,70;20,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan3
Robusta;27;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan3
Robusta;27;4;-14,5;-32,84;-27,60;0,00;-81,75;-62,70;14,50;-32,84;-27,60;-14,50;-32,84;-27,60;0,00;-81,75;-62,70;14,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan3
Robusta;28;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan5
Robusta;28;2;-18,5;-32,84;-27,60;0,00;-81,75;-62,70;18,50;-32,84;-27,60;-18,50;-32,84;-27,60;0,00;-81,75;-62,70;18,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan5
Robusta;28;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan5
Robusta;28;4;-12,5;-32,84;-27,60;0,00;-81,75;-62,70;12,50;-32,84;-27,60;-12,50;-32,84;-27,60;0,00;-81,75;-62,70;12,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan5
Robusta;29;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan7
Robusta;29;2;-24,5;-32,84;-27,60;0,00;-81,75;-62,70;24,50;-32,84;-27,60;-24,50;-32,84;-27,60;0,00;-81,75;-62,70;24,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan7
Robusta;29;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan7
Robusta;29;4;-10,5;-32,84;-27,60;0,00;-81,75;-62,70;10,50;-32,84;-27,60;-10,50;-32,84;-27,60;0,00;-81,75;-62,70;10,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan7
Robusta;30;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan10
Robusta;30;2;-17,50268105;-32,84;-27,60;0,00;-81,75;-62,70;27,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;27,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan10
Robusta;30;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan10
Robusta;30;4;-6,417069;-32,84;-27,60;0,00;-81,75;-62,70;6,42;-32,84;-27,60;-6,42;-32,84;-27,60;0,00;-81,75;-62,70;6,42;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan10
Robusta;31;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan15
Robusta;31;2;-32,5;-32,84;-27,60;0,00;-81,75;-62,70;32,50;-32,84;-27,60;-32,50;-32,84;-27,60;0,00;-81,75;-62,70;32,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan15
Robusta;31;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan15
Robusta;31;4;-1,417069;-32,84;-27,60;0,00;-81,75;-62,70;1,42;-32,84;-27,60;-1,42;-32,84;-27,60;0,00;-81,75;-62,70;1,42;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan15
Robusta;32;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan30
Robusta;32;2;-47,5;-32,84;-27,60;0,00;-81,75;-62,70;47,50;-32,84;-27,60;-47,50;-32,84;-27,60;0,00;-81,75;-62,70;47,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan30
Robusta;32;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan30
Robusta;32;4;13,582931;-32,84;-27,60;0,00;-81,75;-62,70;-13,58;-32,84;-27,60;13,58;-32,84;-27,60;0,00;-81,75;-62,70;-13,58;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan30
Robusta;33;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan45
Robusta;33;2;-62,5;-32,84;-27,60;0,00;-81,75;-62,70;62,50;-32,84;-27,60;-62,50;-32,84;-27,60;0,00;-81,75;-62,70;62,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan45
Robusta;33;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan45
Robusta;33;4;28,582931;-32,84;-27,60;0,00;-81,75;-62,70;-28,58;-32,84;-27,60;28,58;-32,84;-27,60;0,00;-81,75;-62,70;-28,58;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan45
Robusta;34;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan50
Robusta;34;2;-67,5;-32,84;-27,60;0,00;-81,75;-62,70;67,50;-32,84;-27,60;-67,50;-32,84;-27,60;0,00;-81,75;-62,70;67,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan50
Robusta;34;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan50
Robusta;34;4;33,582931;-32,84;-27,60;0,00;-81,75;-62,70;-33,58;-32,84;-27,60;33,58;-32,84;-27,60;0,00;-81,75;-62,70;-33,58;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;PutarKanan50
Robusta;35;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan1
Robusta;35;2;-22,3662342;-32,03;-23,50;0,00;-81,75;-62,70;11,91;-33,25;-31,00;-22,37;-32,03;-23,50;0,00;-81,75;-62,70;11,91;-33,25;-31,00;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan1
Robusta;35;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan1
Robusta;35;4;-11,90549616;-33,25;-31,00;0,00;-81,75;-62,70;22,37;-32,03;-23,50;-11,91;-33,25;-31,00;0,00;-81,75;-62,70;22,37;-32,03;-23,50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan1
Robusta;36;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan2
Robusta;36;2;-26,58005919;-30,75;-18,72;0,00;-81,75;-62,70;5,54;-33,34;-33,69;-26,58;-30,75;-18,72;0,00;-81,75;-62,70;5,54;-33,34;-33,69;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan2
Robusta;36;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan2
Robusta;36;4;-5,53843479;-33,34;-33,69;0,00;-81,75;-62,70;26,58;-30,75;-18,72;-5,54;-33,34;-33,69;0,00;-81,75;-62,70;26,58;-30,75;-18,72;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan2
Robusta;37;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan3
Robusta;37;2;-33,39016906;-26,65;-7,08;0,00;-81,75;-62,70;-9,34;-33,07;-36,93;-33,39;-26,65;-7,08;0,00;-81,75;-62,70;-9,34;-33,07;-36,93;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan3
Robusta;37;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan3
Robusta;37;4;9,344371506;-33,07;-36,93;0,00;-81,75;-62,70;33,39;-26,65;-7,08;9,34;-33,07;-36,93;0,00;-81,75;-62,70;33,39;-26,65;-7,08;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan3
Robusta;38;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan4
Robusta;38;2;-38,55202443;-20,27;7,62;0,00;-81,75;-62,70;-25,80;-32,99;-37,36;-38,55;-20,27;7,62;0,00;-81,75;-62,70;-25,80;-32,99;-37,36;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan4
Robusta;38;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan4
Robusta;38;4;25,80251953;-32,99;-37,36;0,00;-81,75;-62,70;38,55;-20,27;7,62;25,80;-32,99;-37,36;0,00;-81,75;-62,70;38,55;-20,27;7,62;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;GeserKanan4
Robusta;39;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKanan3
Robusta;39;2;-60,81;-33,08;-29,33;0,00;-81,75;-62,70;61,55;-26,04;-46,53;-5,32;-13,50;21,50;0,00;-81,75;-62,70;-9,60;-22,70;2,29;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKanan3
Robusta;39;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKanan3
Robusta;39;4;9,60;-22,70;2,29;0,00;-81,75;-62,70;5,32;-13,50;21,50;-61,55;-26,04;-46,53;0,00;-81,75;-62,70;60,81;-33,08;-29,33;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKanan3
Robusta;40;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKiri3
Robusta;40;2;-61,55;-26,04;-46,53;0,00;-81,75;-62,70;60,81;-33,08;-29,33;9,60;-22,70;2,29;0,00;-81,75;-62,70;5,32;-13,50;21,50;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKiri3
Robusta;40;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKiri3
Robusta;40;4;-5,32;-13,50;21,50;0,00;-81,75;-62,70;-9,60;-22,70;2,29;-60,81;-33,08;-29,33;0,00;-81,75;-62,70;61,55;-26,04;-46,53;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKiri3
Robusta;41;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKananKecil3
Robusta;41;2;-60,92;-33,29;-34,93;0,00;-81,75;-62,70;61,26;-30,01;-43,67;-1,98;-16,57;15,34;0,00;-81,75;-62,70;-5,49;-21,10;5,83;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKananKecil3
Robusta;41;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKananKecil3
Robusta;41;4;5,49;-21,10;5,83;0,00;-81,75;-62,70;1,98;-16,57;15,34;-61,26;-30,01;-43,67;0,00;-81,75;-62,70;60,92;-33,29;-34,93;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKananKecil3
Robusta;42;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKiriKecil3
Robusta;42;2;-61,26;-30,01;-43,67;0,00;-81,75;-62,70;60,92;-33,29;-34,93;5,49;-21,10;5,83;0,00;-81,75;-62,70;1,98;-16,57;15,34;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKiriKecil3
Robusta;42;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKiriKecil3
Robusta;42;4;-1,98;-16,57;15,34;0,00;-81,75;-62,70;-5,49;-21,10;5,83;-60,92;-33,29;-34,93;0,00;-81,75;-62,70;61,26;-30,01;-43,67;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;SerongKiriKecil3
Robusta;43;1;0,00;0,00;0,00;0,00;-81,75;-62,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-81,75;-62,70;0,00;0,00;0,00;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;Normal Besar
Robusta;44;1;-17,5;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;-17,50;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;Jalan Ditempat
Robusta;44;2;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;Jalan Ditempat
Robusta;44;3;-17,5;-55,80;-41,30;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-55,80;-41,30;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;Jalan Ditempat
Robusta;44;4;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-32,84;-27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;-32,84;-27,60;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;Jalan Ditempat
Robusta;45;1;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;0,00;0,00;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;0,00;0,00;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;Nungging1
Robusta;46;1;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;9,59;10,05;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;9,59;10,05;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;Nungging2
Robusta;47;1;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;32,84;27,60;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;32,84;27,60;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;Nungging3
Robusta;48;1;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;44,57;43,53;-17,50;-32,84;-27,60;0,00;-81,75;-62,70;17,50;44,57;43,53;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250;Nungging4
